Sample ID,Storage Week ,Ripening Stage,PB1,Cat,PB2,Epi,Chlor,Idaein,Q hyper,Rutin,Q gluc,Q xyl,Q arab,Q rham,Phlo,Glut-FL,Quin-FL,Malic-FL,Asc-FL,Shik-FL,Citric-FL,Glut-SK,Quin-SK ,Malic-SK ,Asc-SK,Shik-SK ,Citric-SK,Fructose,Sorbitol,Glucose,Sucrose,ABA,DPA ,PA ,7-OH-ABA ,ABA-GE ,TSS,Firmness
DCA2_S63,23,Late,0.211450062,0,0.661919048,1.510376026,0.271230901,0.404942951,0.584704688,0.06310658,0.104917317,0.194349807,0.365613123,0.426448365,0.117151564,27.54748028,0.992128219,24.97542478,0.291261223,0.173096582,0.189686826,15.10862539,2.105330634,15.49327645,1.671715714,0.17661995,0.386003232,489.9740718,10.91416148,98.7164743,141.2023744,29.41573286,10.8969302,3.606173503,9.119040467,145.6621338,14.15,68.803765
DCA2_S64,23,Late,0.152294154,0.071353935,0.583458279,1.421044166,0.346093498,0.445616555,0.222360438,0.038261825,0.062863596,0.122074148,0.19694716,0.217803507,0.119919217,28.52505538,1.338496742,26.69700626,0.269838652,0.190768859,0,17.79312762,2.575873213,18.63763529,0.868648716,0.184411381,0.303635456,651.0201312,10.34888973,131.1676646,98.92891272,30.47310836,8.578743159,3.406576197,10.99255725,102.5214356,14.15,64.69529
DCA2_S65,23,Late,0.216111372,0,0.687565904,1.483359032,0.306707702,0.586483911,0.724367029,0.074299022,0.124768544,0.208992502,0.39466878,0.403858121,0.134711453,24.63387348,1.00556186,28.61542044,0.296317474,0.179409724,0,0,0,0,0,0,0,554.3038638,14.40797446,118.9043747,233.5335042,16.96719865,5.964573977,3.08096686,8.821455705,113.5208275,14,77.168985
DCA2_S66,23,Late,0.121712985,0.085351474,0.586742946,1.451107983,0.286139554,0.497642429,0.514987681,0,0.10231699,0.189448876,0.344582962,0,0.121807505,26.94446877,0.803904251,25.132778,0.349627826,0.15516156,0.327566728,16.81692327,1.662165091,17.48491148,1.523508636,0.165648531,0.867760497,489.614988,13.13132921,92.96310991,137.7804878,10.32074664,7.023688491,3.399483969,9.519492042,59.56023227,14,67.683325
DCA2_S67,29,Late,0.014898,0,0.055653,0.116088,0.022835,0.008844,0.079721,0.006239,0.011622,0.020339,0.039442,0.055239,0.008675,29.15368155,2.820447593,22.92720169,0.177577433,0.228930715,0.318685551,14.66144144,3.530802971,14.28539311,1.618235472,0.255710789,0.559084557,518.3561606,13.16089468,194.9713167,10.84778943,7.553654399,7.127728493,3.276045282,0,90.60188756,14.3,78.356455
DCA2_S68,29,Late,0.0127635,0,0.05074,0.111088,0.02836,0.021499,0.125544,0.008958,0.018232,0.023879,0.042554,0.069991,0.005176,28.5579477,1.280839555,22.05689431,0.245502256,0.166355641,0,14.35289426,2.136203444,14.70304176,1.756737342,0.193925439,1.145593936,566.6258222,12.18024621,147.5630122,89.83086056,18.17050476,17.03832481,2.84906079,7.164838876,124.6567694,14.5,75.381515
DCA2_S69,29,Late,0.015299,0,0.040228,0.10725,0.030383,0.040889,0.06048,0.00504,0.009448,0.015424,0.028693,0.037482,0.006699,31.81060823,1.606121162,24.84605801,0.26707175,0.182296356,0.302646588,17.28240468,2.342640581,17.77484174,1.474207108,0.183791899,1.364418977,532.1846539,8.190084578,126.1922372,43.62724098,12.68961555,9.875473406,2.924388366,0,103.6936893,14.5,71.24612
DCA2_S70,29,Late,0,0.011914,0.032068,0.087654,0.019446,0.020518,0.049665,0.003971,0.008204,0.014202,0.029224,0.038171,0.00866,28.15786827,1.108499447,21.30137536,0.309157561,0.160587981,0.299046954,17.02149378,1.703322433,15.46127717,1.901209891,0.179965463,1.039192532,540.1996588,14.95337672,132.7057475,37.83113181,10.66772038,8.91418423,2.602050711,0,154.5916788,14.15,66.094185
DCA2_S71,29,Late,0.012072,0.002803,0.05893,0.1052604,0.027154,0.026921,0.028487,0.002834,0.005296,0.011459,0.021929,0.018793,0.010994,25.66297251,0.881492763,31.67460165,0.221935324,0.16107515,0.175501915,15.55828762,1.949120684,22.60556531,1.264780413,0.198891924,1.042182686,482.3456445,13.46165752,110.1955021,165.2898702,18.8472291,19.77949444,3.316420566,9.393445013,142.212334,14.35,67.447775
DCA2_S72,29,Late,0.010864,0.001179,0.046921,0.083441,0.022048,0.012445,0.010425,0.002016,0.002952,0.007122,0.013089,0.010162,0.009512,32.85598365,1.311451807,22.32272598,0.375352485,0.164890474,0,18.2452358,2.103980351,14.24539461,1.457955034,0.177694813,0.932331104,760.9876419,11.08656022,192.1953934,78.03964185,9.244410231,11.33666795,3.321700404,0,158.3637681,14.55,63.98748
DCA2_S73,29,Late,0.010771,0.003571,0.049787,0.094329,0.027098,0.017173,0.029199,0.003119,0.005565,0.011762,0.023589,0.016314,0.010633,29.20068007,1.365242325,32.37787217,0.246900683,0.184818638,0.18818724,14.99198511,2.768584549,23.41257338,1.292774978,0.221569484,1.009050521,581.4215107,14.13757715,133.8290169,98.53342418,5.312917227,6.060732798,2.590779814,0,124.9342399,14,67.2558
DCA2_S74,29,Late,0.012902,0.001848,0.04388,0.079955,0.022857,0.01719,0.026004,0.002723,0.004479,0.009808,0.01886,0.014362,0.008503,30.83347149,1.774736118,25.22267971,0.278484801,0.187242088,0.207826452,19.58088429,3.034595953,19.70883626,1.27544648,0.224877345,1.051592263,617.5640603,10.99252971,141.9800041,100.3245967,8.006771727,13.7134457,2.626981364,8.213203655,128.9239363,15.35,81.943935
DCA2_S75,29,Late,0.010404,0.004292,0.037903,0.092715,0.021622,0.045729,0.071276,0.006196,0.009353,0.016584,0.030589,0.033552,0.007955,29.1951037,1.10639994,22.61102708,0.205410435,0.159380009,0,15.94507465,1.873012854,16.01180561,1.08628596,0.156491265,0.986708003,691.7346189,13.01010709,169.1327557,127.3589022,20.99043778,40.63933101,0,9.111152433,142.3829267,15.45,73.38844
DCA2_S76,29,Late,0.008944,0.002204,0.03844,0.095066,0.018489,0.038535,0.047233,0.003737,0.006361,0.012922,0.023422,0.021454,0.009151,28.92990992,1.302380875,24.19752051,0.171312962,0.172624429,0.275338924,15.61254584,2.136272814,17.49386225,0.99532341,0.177255196,1.085105726,641.9675555,11.37939215,168.5378833,67.06725391,27.41962238,17.64920432,2.756126705,0,192.9638545,14.2,71.645695
DCA2_S77,29,Late,0.007939,0.001884,0.046901,0.094838,0.024876,0.020159,0.035098,0.002569,0.004636,0.012271,0.023318,0.019427,0.008029,29.97625007,1.388630631,24.3647376,0.283810179,0.175252347,0,17.87038119,2.252154589,17.81925074,1.350540764,0.201786436,0.989081308,658.3541198,9.406474792,153.4878596,84.11278464,5.496516942,6.986092856,2.825713072,7.0220238,109.6047684,14,62.00252
DCA2_S78,29,Late,0.010884,0.001896,0.044349,0.101097,0.01998,0.02792,0.01768,0.002368,0.003928,0.009412,0.018287,0.01546,0.008768,28.25096348,0.936158493,27.85032598,0.261652561,0.169035532,0.308115564,15.99529073,2.044869673,20.68410907,0.950120928,0.186581848,0.441724237,529.5285095,11.10096856,120.5690876,119.1654565,7.949907931,6.73959095,3.043726932,10.05255776,141.7354293,13.45,70.72789
